,vintage,country,county,designation,points,price,province,title,variety,winery
658,2002,Chile,,,84,9.0,Maipo Valley,Undurraga 2002 Gewürztraminer (Maipo Valley),Gewürztraminer,Undurraga
659,2002,Spain,Madrid,Crianza,85,27.0,Central Spain,Tagonius 2002 Crianza Red (Madrid),Red Blend,Tagonius
661,2002,Chile,,,84,8.0,Rapel Valley,Viña Santa Monica 2002 Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Viña Santa Monica
662,2002,US,Napa Valley,Blanc de Blancs,87,26.0,California,Mumm Napa 2002 Blanc de Blancs Sparkling (Napa Valley),Sparkling Blend,Mumm Napa
663,2002,Italy,Valdadige,,87,22.0,Veneto,Santa Margherita 2002 Pinot Grigio (Valdadige),Pinot Grigio,Santa Margherita
664,2002,Israel,,Makhpelah Kosher,89,64.0,Judean Hills,Hevron Heights Winery 2002 Makhpelah Kosher Cabernet Merlot (Judean Hills),Cabernet Merlot,Hevron Heights Winery
665,2002,Italy,Delle Venezie,El Zuiter,87,22.0,Northeastern Italy,Montelvini 2002 El Zuiter Red (Delle Venezie),Red Blend,Montelvini
666,2002,Italy,Venezia Giulia,,90,45.0,Northeastern Italy,Bressan 2002 Pinot Nero (Venezia Giulia),Pinot Nero,Bressan
667,2002,Italy,Soave,Colbaraca Classico,87,11.0,Veneto,Masi 2002 Colbaraca Classico (Soave),Garganega,Masi
668,2002,Chile,,Estate Bottled,86,10.0,Cachapoal Valley,La Palma 2002 Estate Bottled Cabernet Sauvignon-Merlot (Cachapoal Valley),Cabernet Sauvignon-Merlot,La Palma
669,2002,Australia,Barossa Valley,Thoroughbred,87,28.0,South Australia,Stanley Lambert 2002 Thoroughbred Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Stanley Lambert
670,2002,Chile,,,84,10.0,Casablanca Valley,Dallas Conté 2002 Chardonnay (Casablanca Valley),Chardonnay,Dallas Conté
671,2002,Italy,Delle Venezie,,85,10.0,Northeastern Italy,Ecco Domani 2002 Pinot Grigio (Delle Venezie),Pinot Grigio,Ecco Domani
672,2002,Italy,Barolo,,86,61.0,Piedmont,Pio Cesare 2002 Barolo,Nebbiolo,Pio Cesare
673,2002,Spain,Rioja,Reserva,87,27.0,Northern Spain,Montecillo 2002 Reserva (Rioja),Tempranillo,Montecillo
674,2002,Italy,Friuli Venezia Giulia,,90,23.0,Northeastern Italy,Livio Felluga 2002 Pinot Grigio (Friuli Venezia Giulia),Pinot Grigio,Livio Felluga
675,2002,France,Champagne,Cuvée Symphorine Blanc de Blancs Brut,93,,Champagne,Jean Milan 2002 Cuvée Symphorine Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Jean Milan
676,2002,France,Vin de Pays d'Oc,Nid D'Abeille,82,8.0,Languedoc-Roussillon,Mommessin 2002 Nid D'Abeille Chardonnay (Vin de Pays d'Oc),Chardonnay,Mommessin
677,2002,Chile,,Maquehua,88,19.0,Curicó Valley,Miguel Torres 2002 Maquehua Chardonnay (Curicó Valley),Chardonnay,Miguel Torres
678,2002,US,Finger Lakes,Dry,86,13.0,New York,Sheldrake Point 2002 Dry Riesling (Finger Lakes),Riesling,Sheldrake Point
679,2002,Italy,Trentino,Vino Santo,89,35.0,Northeastern Italy,Pisoni 2002 Vino Santo Nosiola (Trentino),Nosiola,Pisoni
680,2002,Italy,Alto Adige,,85,12.0,Northeastern Italy,Elena Walch 2002 Pinot Grigio (Alto Adige),Pinot Grigio,Elena Walch
681,2002,Australia,Clare Valley,,86,14.0,South Australia,Annie's Lane 2002 Riesling (Clare Valley),Riesling,Annie's Lane
682,2002,Austria,,Gaisberg,90,46.0,Kamptal,Hirsch 2002 Gaisberg Riesling (Kamptal),Riesling,Hirsch
683,2002,Chile,,Gato Negro,82,5.0,Lontué Valley,San Pedro 2002 Gato Negro Merlot (Lontué Valley),Merlot,San Pedro
684,2002,Portugal,,Garrafeira,90,22.0,Alentejo,Adega Cooperativa de Borba 2002 Garrafeira Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba
685,2002,Australia,Hunter Valley,Old Winery,88,14.0,New South Wales,Tyrrell's 2002 Old Winery Chardonnay (Hunter Valley),Chardonnay,Tyrrell's
686,2002,US,Finger Lakes,Brut,81,25.0,New York,Glenora 2002 Brut (Finger Lakes),Champagne Blend,Glenora
687,2002,Chile,,Estate Bottled,88,12.0,Rapel Valley,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
688,2002,Italy,Delle Venezie,,85,12.0,Northeastern Italy,Campanile 2002 Pinot Grigio (Delle Venezie),Pinot Grigio,Campanile
689,2002,Chile,,Santa Digna,86,10.0,Curicó Valley,Miguel Torres 2002 Santa Digna Chardonnay (Curicó Valley),Chardonnay,Miguel Torres
690,2002,Australia,Clare Valley,The Lodge Hill,90,15.0,South Australia,Jim Barry 2002 The Lodge Hill Riesling (Clare Valley),Riesling,Jim Barry
691,2002,Spain,Navarra,Coleccion 125 Reserva,87,47.0,Northern Spain,Bodegas Julián Chivite 2002 Coleccion 125 Reserva Red (Navarra),Tempranillo Blend,Bodegas Julián Chivite
692,2002,France,Côtes de Saint-Mont,Château du Bascou,84,42.0,Southwest France,Producteurs Plaimont 2002 Château du Bascou Red (Côtes de Saint-Mont),Red Blend,Producteurs Plaimont
693,2002,US,Sonoma Valley,Monte Rosso,92,30.0,California,Moon Mountain Vineyard 2002 Monte Rosso Zinfandel (Sonoma Valley),Zinfandel,Moon Mountain Vineyard
694,2002,Spain,Cariñena,Crianza Grenache-Tempranillo,83,13.0,Northern Spain,Valle Rojo 2002 Crianza Grenache-Tempranillo Red (Cariñena),Red Blend,Valle Rojo
695,2002,Italy,Lugana,San Benedetto,86,,Lombardy,Zenato 2002 San Benedetto (Lugana),White Blend,Zenato
696,2002,Australia,Adelaide Hills,,91,16.0,South Australia,Groom 2002 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Groom
697,2002,France,Montravel,,86,25.0,Southwest France,Château le Raz 2002 Montravel,Bordeaux-style Red Blend,Château le Raz
698,2002,US,California,Late Harvest,80,25.0,California,Lions Peak 2002 Late Harvest Viognier (California),Viognier,Lions Peak
699,2002,Italy,Cerasuolo di Vittoria,Barocco,90,50.0,Sicily & Sardinia,Avide 2002 Barocco (Cerasuolo di Vittoria),Red Blend,Avide
700,2002,France,Champagne,Rosé Millésimé,92,80.0,Champagne,Henriot 2002 Rosé Millésimé (Champagne),Champagne Blend,Henriot
701,2002,Italy,Trento,Flavio Riserva Brut Talento,91,30.0,Northeastern Italy,Rotari 2002 Flavio Riserva Brut Talento Chardonnay (Trento),Chardonnay,Rotari
702,2002,Portugal,,Late Bottled Vintage,85,30.0,Port,Quinta da Prelada 2002 Late Bottled Vintage (Port),Port,Quinta da Prelada
703,2002,South Africa,,,84,8.0,Western Cape,Robert's Rock 2002 Cabernet Sauvignon-Merlot (Western Cape),Cabernet Sauvignon-Merlot,Robert's Rock
704,2002,Italy,Collio,I Fiori del Borgo,86,,Northeastern Italy,Borgo Conventi 2002 I Fiori del Borgo Pinot Grigio (Collio),Pinot Grigio,Borgo Conventi
705,2002,Spain,Dominio de Valdepusa,Estate Bottled Summa Varietalis,87,32.0,Central Spain,Marques de Griñon 2002 Estate Bottled Summa Varietalis Red (Dominio de Valdepusa),Red Blend,Marques de Griñon
706,2002,New Zealand,,,91,23.0,Central Otago,Felton Road 2002 Riesling (Central Otago),Riesling,Felton Road
707,2002,Italy,Alto Adige,,87,13.0,Northeastern Italy,Cantina Tramin 2002 Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Tramin
708,2002,Australia,South Eastern Australia,Nottage Hill,87,8.0,Australia Other,Hardys 2002 Nottage Hill Chardonnay (South Eastern Australia),Chardonnay,Hardys
709,2002,Chile,,Santa Digna,85,13.0,Curicó Valley,Miguel Torres 2002 Santa Digna Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Miguel Torres
710,2002,Australia,Clare Valley,St. Andrews,91,60.0,South Australia,Wakefield 2002 St. Andrews Shiraz (Clare Valley),Shiraz,Wakefield
711,2002,US,Central Coast,Private Selection,84,9.0,California,Robert Mondavi 2002 Private Selection Johannisberg Riesling (Central Coast),Johannisberg Riesling,Robert Mondavi
712,2002,New Zealand,,Block 1,90,25.0,Central Otago,Felton Road 2002 Block 1 Riesling (Central Otago),Riesling,Felton Road
713,2002,Chile,,Castillo de Molina Reserva,87,11.0,Lontué Valley,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),Chardonnay,San Pedro
714,2002,Spain,Vino de la Tierra de Castilla y León,Vendimia Seleccionada,87,45.0,Northern Spain,Mauro 2002 Vendimia Seleccionada Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Mauro
715,2002,Italy,Veneto,Opere Trevigiane Riserva Brut,90,34.0,Veneto,Villa Sandi 2002 Opere Trevigiane Riserva Brut Sparkling (Veneto),Sparkling Blend,Villa Sandi
716,2002,Spain,Pla de Bages,Abadal Selecció,91,49.0,Catalonia,Masies d'Avinyo 2002 Abadal Selecció Red (Pla de Bages),Red Blend,Masies d'Avinyo
717,2002,Spain,Ribera del Duero,Tinto Reserva,83,49.0,Northern Spain,Pago de los Capellanes 2002 Tinto Reserva (Ribera del Duero),Tempranillo,Pago de los Capellanes
718,2002,Chile,,Estate Bottled,83,8.0,Cachapoal Valley,La Palma 2002 Estate Bottled Chardonnay (Cachapoal Valley),Chardonnay,La Palma
719,2002,Chile,,,86,7.0,Central Valley,Morandé 2002 Syrah (Central Valley),Syrah,Morandé
720,2002,Spain,Rioja,,84,8.0,Northern Spain,Montecillo 2002 White (Rioja),White Blend,Montecillo
721,2002,Australia,South Eastern Australia,Kanga's Leap,82,8.0,Australia Other,Riverina Estates 2002 Kanga's Leap Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Riverina Estates
722,2002,France,Champagne,Blanc de Blancs Brut,91,65.0,Champagne,Ayala 2002 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Ayala
723,2002,US,North Carolina,,86,10.0,North Carolina,Shelton Vineyards 2002 Riesling (North Carolina),Riesling,Shelton Vineyards
724,2002,Italy,Friuli Venezia Giulia,,88,22.0,Northeastern Italy,Livio Felluga 2002 Tocai (Friuli Venezia Giulia),Tocai,Livio Felluga
725,2003,Portugal,,Colheita Single Harvest,92,50.0,Madeira,Blandy's 2003 Colheita Single Harvest Bual (Madeira),Bual,Blandy's
726,2003,Italy,Salento,Graticciaia,88,,Southern Italy,Agricole Vallone 2003 Graticciaia Red (Salento),Red Blend,Agricole Vallone
728,2003,Italy,Barolo,,83,47.0,Piedmont,Tenimenti Ca' Bianca 2003 Barolo,Nebbiolo,Tenimenti Ca' Bianca
729,2003,Spain,Ribera del Duero,Crianza,86,25.0,Northern Spain,Campos Góticos 2003 Crianza (Ribera del Duero),Tempranillo,Campos Góticos
730,2003,Italy,Toscana,Vin San Laurentino,93,95.0,Tuscany,Castello di Bossi 2003 Vin San Laurentino White (Toscana),White Blend,Castello di Bossi
731,2003,France,Madiran,Cuvée Greenwich,92,30.0,Southwest France,Château Peyros 2003 Cuvée Greenwich Tannat (Madiran),Tannat,Château Peyros
732,2003,France,Haut-Médoc,,86,25.0,Bordeaux,Château le Grand Paroissien 2003 Haut-Médoc,Bordeaux-style Red Blend,Château le Grand Paroissien
733,2003,Italy,Toscana,Veneroso,89,35.0,Tuscany,Tenuta di Ghizzano 2003 Veneroso Red (Toscana),Red Blend,Tenuta di Ghizzano
734,2003,Italy,Aglianico del Taburno,,83,16.0,Southern Italy,Ocone 2003 Aglianico del Taburno,Aglianico,Ocone
735,2003,Italy,Nebbiolo d'Alba,,84,30.0,Piedmont,Pio Cesare 2003 Nebbiolo d'Alba,Nebbiolo,Pio Cesare
736,2003,Portugal,,Vintage,87,,Port,Butler Nephew & Co 2003 Vintage (Port),Port,Butler Nephew & Co
737,2003,Hungary,,Essencia,94,764.0,Tokaji,Royal Tokaji 2003 Essencia (Tokaji),Furmint,Royal Tokaji
738,2003,Italy,Brunello di Montalcino,Soccorso,90,,Tuscany,Tiezzi 2003 Soccorso (Brunello di Montalcino),Sangiovese Grosso,Tiezzi
739,2003,Australia,Coonawarra,,91,30.0,South Australia,Leconfield 2003 Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Leconfield
740,2003,Chile,,Cayao,85,50.0,Central Valley,Botalcura 2003 Cayao Red (Central Valley),Red Blend,Botalcura
741,2003,US,Sonoma County,L Vineyard,86,42.0,California,D'Argenzio 2003 L Vineyard Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,D'Argenzio
742,2003,Italy,Salice Salentino,Donna Lisa Rosso,88,16.0,Southern Italy,Leone de Castris 2003 Donna Lisa Rosso Red (Salice Salentino),Red Blend,Leone de Castris
743,2003,France,Graves,,90,25.0,Bordeaux,Château Villa Bel Air 2003 Graves,Bordeaux-style Red Blend,Château Villa Bel Air
744,2003,Italy,Brunello di Montalcino,,84,,Tuscany,Santa Giulia 2003 Brunello di Montalcino,Sangiovese Grosso,Santa Giulia
745,2003,Hungary,,Capella Cuvée,89,78.0,Villány,Bock 2003 Capella Cuvée Red (Villány),Cabernet Blend,Bock
746,2003,Spain,Ribera del Duero,Valbuena 5Â°,90,188.0,Northern Spain,Vega Sicilia 2003 Valbuena 5Â° (Ribera del Duero),Tempranillo Blend,Vega Sicilia
747,2003,Portugal,,Reserva,90,40.0,Douro,Quinta de Roriz 2003 Reserva Red (Douro),Portuguese Red,Quinta de Roriz
748,2003,Italy,Barbaresco,,87,61.0,Piedmont,Pio Cesare 2003 Barbaresco,Nebbiolo,Pio Cesare
749,2003,Portugal,,PÃªra-Manca,92,,Alentejo,Cartuxa 2003 PÃªra-Manca Red (Alentejo),Portuguese Red,Cartuxa
750,2003,Italy,Barolo,Bricco Rocche Prapó,92,70.0,Piedmont,Ceretto 2003 Bricco Rocche Prapó (Barolo),Nebbiolo,Ceretto
751,2003,Italy,Bolgheri Superiore,,85,110.0,Tuscany,Grattamacco 2003 Bolgheri Superiore,Red Blend,Grattamacco
752,2003,Spain,Catalunya,Gran Sangre de Toro,88,15.0,Catalonia,Torres 2003 Gran Sangre de Toro Red (Catalunya),Red Blend,Torres
753,2003,US,Idaho,Cuvée Alden Private Reserve,84,50.0,Idaho,Koenig Vineyards 2003 Cuvée Alden Private Reserve Cabernet Sauvignon-Merlot (Idaho),Cabernet Sauvignon-Merlot,Koenig Vineyards
754,2003,Australia,Margaret River,Prelude Vineyards,86,29.0,Western Australia,Leeuwin Estate 2003 Prelude Vineyards Cabernet Merlot (Margaret River),Cabernet Merlot,Leeuwin Estate
755,2003,Portugal,,Colheita White,89,51.0,Port,Kopke 2003 Colheita White (Port),Port,Kopke
756,2003,Italy,Vernaccia di San Gimignano,Riserva,89,16.0,Tuscany,San Quirico 2003 Riserva (Vernaccia di San Gimignano),Vernaccia,San Quirico
757,2003,US,Alexander Valley,,87,40.0,California,Hawkes 2003 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes
758,2003,Australia,Clare Valley,Eastside,89,26.0,South Australia,Pikes 2003 Eastside Shiraz (Clare Valley),Shiraz,Pikes
759,2003,France,Champagne,Le Sourire de Reims Brut,93,,Champagne,Henri Abele 2003 Le Sourire de Reims Brut (Champagne),Champagne Blend,Henri Abele
760,2003,Italy,Colline Teatine,Marina Cvetic,91,50.0,Central Italy,Masciarelli 2003 Marina Cvetic Chardonnay (Colline Teatine),Chardonnay,Masciarelli
761,2003,Italy,Piave,Raboso,89,25.0,Veneto,Moletto 2003 Raboso Raboso (Piave),Raboso,Moletto
762,2003,France,Champagne,Rosé Brut,90,75.0,Champagne,Deutz 2003 Rosé Brut (Champagne),Champagne Blend,Deutz
763,2003,Italy,Aglianico del Vulture,Re Manfredi Serpara,88,42.0,Southern Italy,Terre degli Svevi 2003 Re Manfredi Serpara (Aglianico del Vulture),Aglianico,Terre degli Svevi
764,2003,Italy,Salice Salentino,Riserva Puteus,86,17.0,Southern Italy,Mocavero 2003 Riserva Puteus Red (Salice Salentino),Red Blend,Mocavero
765,2003,Italy,Toscana,Alcineo,86,50.0,Tuscany,Palazzo 2003 Alcineo Red (Toscana),Red Blend,Palazzo
766,2003,Italy,Umbria,Campoleone,93,50.0,Central Italy,Lamborghini 2003 Campoleone Red (Umbria),Red Blend,Lamborghini
767,2003,Australia,South Eastern Australia,,87,12.0,Australia Other,Rosemount 2003 Shiraz (South Eastern Australia),Shiraz,Rosemount
768,2003,US,Dry Creek Valley,Matrix,84,40.0,California,Mazzocco 2003 Matrix Red (Dry Creek Valley),Bordeaux-style Red Blend,Mazzocco
769,2003,US,Columbia Valley (WA),,93,60.0,Washington,Matthews 2003 Red (Columbia Valley (WA)),Red Blend,Matthews
770,2003,France,Haut-Médoc,Kosher,86,32.0,Bordeaux,Barons Edmund Benjamin de Rothschild 2003 Kosher (Haut-Médoc),Bordeaux-style Red Blend,Barons Edmund Benjamin de Rothschild
771,2003,Italy,Sicilia,Sigillo,90,50.0,Sicily & Sardinia,Avide 2003 Sigillo Red (Sicilia),Red Blend,Avide
772,2003,Italy,Toscana,I Sodi di San Niccoló,92,60.0,Tuscany,Castellare di Castellina 2003 I Sodi di San Niccoló Sangiovese (Toscana),Sangiovese,Castellare di Castellina
773,2003,Italy,Sicilia,Schietto,91,40.0,Sicily & Sardinia,Principi di Spadafora 2003 Schietto Syrah (Sicilia),Syrah,Principi di Spadafora
774,2003,Italy,Val di Cornia Suvereto,Gualdo del Re,90,30.0,Tuscany,Gualdo del Re 2003 Gualdo del Re Sangiovese Grosso (Val di Cornia Suvereto),Sangiovese Grosso,Gualdo del Re
775,2003,Italy,Valpolicella Superiore,I Saltari Le Vigne di Turano,87,25.0,Veneto,Sartori 2003 I Saltari Le Vigne di Turano (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Sartori
776,2003,Italy,Brunello di Montalcino,,88,,Tuscany,Talenti 2003 Brunello di Montalcino,Sangiovese Grosso,Talenti
777,2003,Spain,Rioja,Gran Vino Pontac,88,70.0,Northern Spain,Luis Alegre 2003 Gran Vino Pontac (Rioja),Tempranillo Blend,Luis Alegre
778,2003,Italy,Campania,A' Scippata Riserva Costa d'Amalfi,90,,Southern Italy,Giuseppe Apicella 2003 A' Scippata Riserva Costa d'Amalfi Red (Campania),Red Blend,Giuseppe Apicella
779,2003,US,Sonoma County,Rockpile Vineyard,82,32.0,California,Paradise Ridge 2003 Rockpile Vineyard Merlot (Sonoma County),Merlot,Paradise Ridge
780,2003,US,Alexander Valley,,86,28.0,California,Wattle Creek 2003 Shiraz (Alexander Valley),Shiraz,Wattle Creek
781,2003,Spain,Navarra,Coleccion 125 Reserva,89,47.0,Northern Spain,Bodegas Julián Chivite 2003 Coleccion 125 Reserva Red (Navarra),Tempranillo Blend,Bodegas Julián Chivite
782,2003,Spain,Pla de Bages,Abadal Crianza,88,15.0,Catalonia,Masies d'Avinyo 2003 Abadal Crianza Cabernet Sauvignon-Merlot (Pla de Bages),Cabernet Sauvignon-Merlot,Masies d'Avinyo
783,2003,Chile,,Gran Reserva,88,13.0,Maipo Valley,Santa Alicia 2003 Gran Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Alicia
784,2003,US,Amador County,I,81,45.0,California,Sunfire 2003 I Red (Amador County),Red Blend,Sunfire
785,2003,Argentina,San Juan,Santiago Graffigna Limited Release,85,35.0,Other,Graffigna 2003 Santiago Graffigna Limited Release Red (San Juan),Red Blend,Graffigna
786,2003,France,Muscadet Côtes de Grandlieu,Origine du Haut Bourg,91,20.0,Loire Valley,Domaine du Haut Bourg 2003 Origine du Haut Bourg (Muscadet Côtes de Grandlieu),Melon,Domaine du Haut Bourg
787,2003,Australia,Margaret River,,87,35.0,Western Australia,Juniper 2003 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Juniper
788,2003,Spain,Rioja,Gran Reserva,88,22.0,Northern Spain,Finca del Marquesado 2003 Gran Reserva (Rioja),Tempranillo Blend,Finca del Marquesado
789,2003,Italy,Maremma,Tenuta Belguardo,92,60.0,Tuscany,Mazzei 2003 Tenuta Belguardo (Maremma),Red Blend,Mazzei
790,2003,Italy,Biferno Rosso,Gironia,89,26.0,Southern Italy,Borgo di Colloredo 2003 Gironia (Biferno Rosso),Red Blend,Borgo di Colloredo
791,2003,Spain,Montsant,6 Vinyes de Laurona,87,27.0,Catalonia,Laurona 2003 6 Vinyes de Laurona Red (Montsant),Red Blend,Laurona
792,2003,US,Yountville,,90,42.0,California,Rocca 2003 Syrah (Yountville),Syrah,Rocca
793,2003,Portugal,,Reserva,89,14.0,Alentejo,Adega Cooperativa de Borba 2003 Reserva Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba
794,2003,South Africa,,Bateleur,87,45.0,Robertson,Danie de Wet 2003 Bateleur Chardonnay (Robertson),Chardonnay,Danie de Wet
795,2003,Italy,Chianti Classico,Riserva,89,30.0,Tuscany,Castello di Monastero 2003 Riserva (Chianti Classico),Sangiovese,Castello di Monastero
796,2003,Chile,,Bravura,91,45.0,Colchagua Valley,Calina 2003 Bravura Red (Colchagua Valley),Cabernet Blend,Calina
797,2003,US,Washington,,88,27.0,Washington,Camaraderie 2003 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Camaraderie
798,2003,Australia,Clarendon,Angel Gully,90,50.0,South Australia,Joseph 2003 Angel Gully Shiraz (Clarendon),Shiraz,Joseph
799,2003,Australia,Tasmania,Brut,89,32.0,Tasmania,Clover Hill 2003 Brut (Tasmania),Champagne Blend,Clover Hill
800,2003,Italy,Lago di Corbara,Villa Monticelli,91,30.0,Central Italy,Barberani 2003 Villa Monticelli Red (Lago di Corbara),Red Blend,Barberani
801,2003,Austria,,Umriss,89,,Burgenland,Feiler-Artinger 2003 Umriss Blaufränkisch (Burgenland),Blaufränkisch,Feiler-Artinger
802,2003,Spain,Cariñena,Oak Aged,80,17.0,Northern Spain,Reula 2003 Oak Aged Tempranillo-Merlot (Cariñena),Tempranillo-Merlot,Reula
803,2003,Spain,Valdepeñas,Reserva,86,12.0,Central Spain,Anciano 2003 Reserva Tempranillo (Valdepeñas),Tempranillo,Anciano
804,2003,US,Paso Robles,Destiny Vineyards Rhapsody Reserve,86,50.0,California,Hunt Cellars 2003 Destiny Vineyards Rhapsody Reserve Sangiovese (Paso Robles),Sangiovese,Hunt Cellars
805,2003,US,Paso Robles,Dante Dusi Vineyard,85,30.0,California,Martin & Weyrich 2003 Dante Dusi Vineyard Zinfandel (Paso Robles),Zinfandel,Martin & Weyrich
806,2003,South Africa,,,90,33.0,Simonsberg-Stellenbosch,Kanonkop 2003 Cabernet Sauvignon (Simonsberg-Stellenbosch),Cabernet Sauvignon,Kanonkop
807,2003,Spain,Priorat,Masos d'en Cubells,86,55.0,Catalonia,Capafons-Ossó 2003 Masos d'en Cubells Red (Priorat),Red Blend,Capafons-Ossó
808,2003,France,Coteaux du Layon,Cuvée le Paon,93,,Loire Valley,Domaine des Baumard 2003 Cuvée le Paon Chenin Blanc (Coteaux du Layon),Chenin Blanc,Domaine des Baumard
809,2003,Italy,Colli Orientali del Friuli,Riserva,88,,Northeastern Italy,Le Vigne di Zamò 2003 Riserva Picolit (Colli Orientali del Friuli),Picolit,Le Vigne di Zamò
810,2003,Italy,Toscana,Castello di Nipozzano Mormoreto,90,50.0,Tuscany,Marchesi de' Frescobaldi 2003 Castello di Nipozzano Mormoreto Red (Toscana),Red Blend,Marchesi de' Frescobaldi
812,2003,Greece,,Stalactite,87,30.0,Muscat of Kefallonian,Domaine Foivos 2003 Stalactite (Muscat of Kefallonian),Muscat,Domaine Foivos
